,food,Caloric Value,Carbohydrates,Protein,Fat,Sugars,Fiber
518,Moong dal with vadi,24.07896423339844,0.995238184928894,0.3970863819122314,2.048027276992798,0.4482230246067047,0.3938679099082947
519,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.740537643432617,3.369755506515503,1.13163161277771,0.8818190693855286,0.8298594355583191,1.5956131219863892
520,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41213607788086,2.845593214035034,1.1060152053833008,0.8744194507598877,0.4447531700134277,1.5370126962661743
521,Green gram whole with baghar (Sabut moong dal with tadka),63.43487548828125,6.795018196105957,3.2305705547332764,2.479680299758911,0.1478929668664932,3.015108585357666
522,Urad sabut special,79.39273071289062,5.032357215881348,2.3288562297821045,5.461534023284912,0.8641084432601929,2.14921236038208
523,Kabuli channa curry,68.57402801513672,7.627630233764648,2.9218780994415283,3.0572526454925537,1.2413370609283447,1.1173582077026367
524,Besan gatte curry,189.3798675537109,16.25631332397461,7.754941940307617,10.720566749572754,4.499130725860596,3.247182607650757
525,Dry masala chops,135.0722198486328,3.2994251251220703,9.079808235168455,9.53688621520996,2.269819021224976,0.8560987114906311
526,Mutton korma,115.6387710571289,2.5322153568267822,7.092463493347168,8.535347938537598,1.6357982158660889,0.7784342169761658
527,Shahi keema kofta curry,418.1347961425781,1.7322837114334106,4.140879154205322,43.82570266723633,0.7798011898994446,0.9061806201934814
528,Minced meat ball curry,109.78636169433594,2.8584256172180176,6.816090106964111,7.846933841705322,1.2734930515289309,1.48771071434021
529,Boti kebab,132.8579559326172,3.062425136566162,9.22347927093506,9.267193794250488,2.0911314487457275,0.756249189376831
530,Mutton seekh kebab,133.93788146972656,3.1081693172454834,11.250200271606444,8.434111595153809,1.3983994722366333,1.8839112520217896
531,Indian lamb and egg curry (Nargisi kofta),335.75128173828125,2.069631338119507,3.839743852615357,34.69672775268555,0.7465229034423828,0.5953487157821655
532,Soya chunks sweet and sour (Nutrinugget sweet and sour),500.9414978027344,3.27394437789917,2.8535497188568115,55.99108505249024,1.0960159301757812,0.8577092289924622
533,Soya chunks korma (Nutrinugget korma),131.42710876464844,7.671975135803223,3.861602783203125,9.499078750610352,4.664626121520996,2.5699493885040283
534,Mushroom matar,70.77049255371094,5.332342624664307,2.7919771671295166,4.107232093811035,1.393723726272583,3.132453680038452
535,Soya chunks and peas (Nutrinugget matar),82.62155151367188,5.819057941436768,3.0291988849639893,5.108036518096924,1.6438199281692505,2.8574466705322266
536,Vegetable yakhni,406.0583801269531,1.9396111965179443,1.1754627227783203,43.79631042480469,1.4352363348007202,0.6138189435005188
537,Spinach mushroom (Palak mushroom),47.62538909912109,2.9535396099090576,1.940399527549744,2.956538677215576,0.995255708694458,2.2720611095428467
538,Vegetarian nargisi kofta curry,332.1537780761719,6.5783514976501465,2.28803825378418,32.93953323364258,1.6477644443511963,0.8610579371452332
539,Roast chicken,199.90284729003903,0.1003467664122581,20.485633850097656,13.063252449035645,0.0461761951446533,0.0310777891427278
540,Shahi chicken masala,163.69508361816406,4.065444946289063,9.824180603027344,12.016855239868164,2.8578834533691406,0.9615709781646729
541,Tomato chicken,111.68009185791016,2.132354974746704,10.57033348083496,6.714834213256836,0.9281773567199708,1.4232397079467771
542,Creamy chicken,152.86581420898438,3.125948905944824,13.517690658569336,9.574430465698242,2.112276315689087,0.6944236755371094
543,Broccoli chicken ala king,119.56106567382812,5.337180614471436,7.973781108856201,7.572684288024902,2.4868905544281006,1.9210470914840696
544,Ginger chicken,129.1676483154297,5.599249839782715,8.244894981384277,8.240785598754883,1.9479331970214844,1.2136913537979126
545,Chicken sweet and sour,445.0939636230469,2.6660375595092773,6.920297622680664,47.59152603149414,0.8901690244674683,0.5767731070518494
546,Chicken korma,147.9583740234375,5.429599761962891,9.83096408843994,9.674144744873049,3.3224031925201416,1.818806767463684
547,Bengal fish curry (Bengali machli curry),109.43326568603516,4.419909477233887,7.263133525848389,7.026848793029785,2.386934995651245,1.926630973815918
548,Fish finger,542.9013061523438,4.474176406860352,5.65550422668457,55.82164764404297,0.1717802435159683,0.3399535715579986
549,Fish in coconut milk (Nariyal ke doodh ke saath machli),86.20545196533203,2.7309341430664062,8.659459114074707,4.431859970092773,1.5489449501037598,1.5153682231903076
550,Prawn curry (with coconut) (Jhinga curry),109.54869079589844,3.103473424911499,8.543452262878418,6.929214000701904,2.034953117370605,1.564234972000122
551,Baked stuffed fish,121.96038055419922,2.1212949752807617,16.138198852539062,5.427358150482178,0.3463654518127441,0.3763712644577026
552,Fish pie,120.89502716064452,7.743610858917236,9.250432968139648,5.772898674011231,1.1310251951217651,0.7566347122192383
553,Crispy baked fish,138.40179443359375,9.587173461914062,10.953568458557127,6.413250923156738,1.52664315700531,1.207491159439087
554,Fish souffle,139.70716857910156,5.1389923095703125,10.508346557617188,8.546370506286621,2.0930960178375244,0.1921514272689819
555,Potato curry (Aloo ki sabzi),89.55504608154297,10.419947624206545,1.5177794694900513,4.468658924102783,1.584913969039917,2.4220821857452397
556,Egg curry (Anda curry),117.52069091796876,4.03344202041626,5.383247375488281,8.80944538116455,1.8966227769851685,2.092888355255127
557,Vegetable curry with coconut ,83.0712661743164,7.185318470001221,2.774009704589844,4.655509471893311,1.411500096321106,3.345585346221924
558,Curd with potatoes (Dahi aloo),59.90421676635742,7.1462483406066895,1.5634292364120483,2.720989227294922,1.82039737701416,1.1870113611221311
559,Potato kofta curry (Aloo kofta curry),455.3974609375,2.7838075160980225,0.5600302815437317,49.08486557006836,0.6299353241920471,0.5600333213806152
560,Yam kofta curry (Zimikand/Suran kofta curry),322.8794860839844,3.748732328414917,0.7149139046669006,33.835304260253906,0.6262010335922241,1.0377956628799438
561,Jackfruit kofta curry (Kathal ka kofta curry),321.08282470703125,3.166533946990967,0.8044828772544861,33.83210372924805,2.3951878547668457,0.964221179485321
562,Spinach and potato (Palak aloo),57.17095565795898,5.912322044372559,1.6299874782562256,2.8196754455566406,0.9337491393089294,2.0378479957580566
563,Mooli bhujia,91.20166778564452,4.744147777557373,1.6869206428527832,7.25031566619873,1.071142554283142,2.356360912322998
564,Bathua bhujia,90.9005355834961,3.630348682403565,2.263979434967041,7.288114070892334,1.0787022113800049,3.80278754234314
565,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.4750518798828,6.094019889831543,8.20612621307373,9.35861873626709,1.260119080543518,1.8360204696655276
566,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.6274871826172,7.032143592834473,5.7596306800842285,8.16766357421875,3.8064990043640137,2.35186505317688
567,Dry arbi (Sookhi arbi),134.94505310058594,11.106585502624512,2.116119861602783,8.966598510742188,1.5514482259750366,2.4732165336608887
568,Masala arbi,185.3769378662109,16.157772064208984,3.007230043411255,11.902779579162598,0.8109399080276489,3.099414825439453
569,Peas brinjal bhartha (Matar baingan bhartha),84.54545593261719,5.018434524536133,2.05124306678772,6.0518879890441895,1.573627471923828,3.630924701690674
570,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.80847930908205,4.5031561851501465,1.8304076194763184,9.273520469665527,1.424852728843689,3.569150447845459
571,Crispy okra/Crispy lady's fingers (Karare bhindi),657.7600708007812,4.348548412322998,1.9118162393569944,70.39558410644531,0.2604959905147552,1.7533990144729614
572,Beans foogath,105.06459045410156,3.2590041160583496,2.0253562927246094,9.221795082092283,1.695457935333252,4.14662504196167
573,Stuffed bittergourd (wet) (Bharwa karele),162.36154174804688,4.679901599884033,1.3634722232818604,15.24490737915039,1.9528133869171145,2.860555410385132
574,Jackfruit/Kathal (dry),488.9747619628906,4.564837455749512,0.929660141468048,51.78341293334961,3.5488522052764893,1.3285168409347534
576,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.6666488647461,8.233966827392578,2.75445818901062,5.540585041046143,1.4717168807983398,3.2630536556243896
577,Vegetable jalfrezi,68.47779846191406,5.425917148590088,1.404845118522644,4.3751654624938965,1.794954538345337,2.9696500301361084
578,Vegetables stir fry ,30.781307220458984,3.194504499435425,1.03522527217865,1.4730372428894043,0.8552252650260925,1.374916434288025
579,Broccoli delight,40.69699096679688,2.342355966567993,2.4903509616851807,2.484085321426392,1.0791980028152466,2.8293232917785645
580,Dhansak (vegetarian),82.80193328857422,7.278299331665039,3.322080612182617,4.179668426513672,0.905998170375824,4.168105125427246
581,Cauliflower basket,90.9475326538086,3.969550371170044,5.205246925354004,5.880738258361816,1.4675419330596924,2.3982980251312256
582,Stuffed bottle gourd (Stuffed ghiya/lauki),93.18714141845705,4.36107063293457,5.8379435539245605,5.802958011627197,1.5199154615402222,1.181577444076538
583,Ducheese potato,140.53915405273438,10.936365127563477,3.602362632751465,9.010547637939451,0.2856145203113556,1.2921322584152222
584,Roast potatoes ,87.31853485107422,14.521992683410645,1.5261659622192385,2.354518413543701,0.3265411555767059,1.7128534317016602
585,Stuffed baked potatoes ,100.19805145263672,11.034720420837402,3.815320253372192,4.390840530395508,0.4049209356307983,1.30967378616333
586,Potato nests,111.6167221069336,11.04868984222412,5.706343173980713,4.76517915725708,1.4118245840072632,2.48541522026062
587,Parsley potato,119.51380157470705,13.811198234558104,1.4891704320907593,6.278064727783203,0.3423502147197723,1.593870997428894
588,Creamed spinach and mushroom,419.6154174804688,3.1675798892974854,2.2780840396881104,44.137428283691406,1.1745545864105225,1.0179495811462402
589,Fricassee of Mushroom,106.66338348388672,8.132780075073242,3.651402950286865,6.63320779800415,2.5073351860046387,1.2347955703735352
590,Cauliflower au gratin,145.8968048095703,9.134358406066896,4.453841209411621,10.204614639282228,3.0148658752441406,1.4431378841400146
591,Vegetable and cheese pie,126.87702941894533,8.757074356079102,4.02907133102417,8.281412124633789,2.6940433979034424,1.9115378856658936
592,Spinach souffle ,150.17990112304688,6.273834705352783,7.357641696929932,10.520814895629885,0.8876909017562866,1.436058759689331
593,Beetroot and egg salad (Chukandar aur ande ka salad),84.91504669189453,3.402134895324707,3.356741428375244,6.453707695007324,1.9682022333145144,0.5513483285903931
595,Tossed green salad,49.87812805175781,3.815504550933838,1.3340367078781128,3.23651385307312,1.899587154388428,1.3262385129928589
596,Spring basket salad,160.4569549560547,11.606666564941406,3.3628571033477783,11.29714298248291,1.4647619724273682,3.091428756713867
597,Cucumber and yogurt salad (Kheere aur dahi ka salad),36.12581634521485,4.723781108856201,2.0911896228790283,0.9267529845237732,2.279216289520264,1.661916732788086
598,Chicken and tomato towers,100.55178833007812,2.363588094711304,6.900942802429199,6.991310119628906,1.2060471773147583,1.1442689895629885
599,Jellied sunshine fruit salad,48.86491775512695,4.207062244415283,5.851489067077637,0.8481287956237793,2.861106634140014,1.797967791557312
600,Tomato aspic,50.373313903808594,5.023009300231934,6.87376594543457,0.2617279291152954,3.207953453063965,1.5835527181625366
601,Frozen frosty fruit salad (Phalon ka salaad),103.50741577148438,15.6080904006958,1.677682399749756,4.171952724456787,14.383068084716797,0.261781096458435
602,French dressing,733.769287109375,3.675629138946533,0.3226490020751953,79.64860534667969,3.010728359222412,0.2196026593446731
604,Curd dressing ,78.79560089111328,8.028802871704102,5.585834980010986,2.9034323692321777,7.569055557250977,0.2200736254453659
605,Carrot raita (Gajar ka raita),64.78433990478516,7.185221195220947,4.136575222015381,2.1851816177368164,5.993030548095703,1.686808466911316
606,Pumpkin raita (Kaddu ka raita),55.60216522216797,6.017682552337647,3.735051870346069,1.883962154388428,5.475024700164795,1.0413557291030884
607,Mint and peanut raita (Pudinay aur moongfali ka raita),112.04664611816406,7.3111467361450195,7.04649543762207,6.191745758056641,6.170982360839844,1.7900195121765137
608,Spinach raita (Palak ka raita),52.75460052490234,5.058942794799805,3.948328018188477,1.858319640159607,3.968055009841919,1.390839695930481
609,Bathua raita,54.40149688720703,5.309964179992676,4.125519275665283,1.7598799467086792,4.105870723724365,2.193123579025269
610,Pineapple raita (Ananas ka raita),67.74183654785156,8.621537208557129,3.8981993198394775,2.021782875061035,8.116658210754395,1.3891651630401611
611,Banana raita (Kele ka raita),89.03275299072266,13.51010513305664,4.127990245819092,2.072148084640503,10.112377166748049,0.9956874847412108
612,Mango raita (Aam ka raita),67.36566925048828,8.231207847595215,3.9044950008392334,2.144547939300537,7.867980480194092,0.891809344291687
613,Guava raita (Amarood ka raita),64.35635375976562,7.271121978759766,4.187798976898193,2.072148084640503,6.7127299308776855,3.003997802734375
614,Grapes raita (Angoor ka raita),72.5943603515625,9.657170295715332,3.975321054458618,2.067426443099976,8.508562088012695,0.7092357277870178
615,Bottle gourd kheer (Ghiya/Lauki kheer),84.07347869873047,10.002121925354004,2.700978755950928,3.856847286224365,9.63035488128662,0.5464400053024292
616,Pumpkin kheer (Kaddu ki kheer),86.35009002685547,10.435442924499512,2.7588794231414795,3.86245059967041,10.117840766906738,0.6286215782165527
617,Apple kheer (Seb ki kheer),81.29505157470703,11.344511032104492,2.13735580444336,3.1800167560577397,10.705453872680664,0.5103079080581665
618,Caramel custard (baked),122.69644927978516,14.954767227172852,5.11321496963501,5.009002208709717,14.921507835388184,0.0
624,Pear chocholate sunday,183.4873504638672,15.015302658081056,2.084487199783325,13.111092567443848,14.40560531616211,0.0736717954277992
628,Crunchy butterscotch,277.3192443847656,19.922080993652344,3.1129019260406494,20.99428939819336,17.725950241088867,0.469112753868103
631,Grape and orange whip,57.3907470703125,6.71652889251709,1.4135537147521973,2.62239670753479,5.661570072174072,0.9669421315193176
634,Fruit delight,107.09166717529295,9.10891819000244,2.0852339267730717,7.0915207862854,9.032163619995115,0.0929824560880661
636,Cold lemon souffle,169.8651580810547,15.624741554260254,5.893814086914063,9.78144359588623,13.878350257873535,0.0
637,Cold orange souffle,173.1899871826172,16.27274513244629,5.939378261566162,9.824922561645508,14.423937797546388,0.1136269494891166
638,Cold pineapple souffle,181.2184295654297,16.848684310913086,6.229824542999268,10.387280464172363,14.991228103637695,0.0
639,Cold vanilla souffle,179.53909301757812,16.288982391357422,6.21593189239502,10.316780090332031,14.491312980651855,0.0
641,Stewed fruit (with pear),74.32410430908203,18.220497131347656,0.2502074837684631,0.3195850551128387,17.674606323242188,2.838132619857788
642,Apricot fool,240.79278564453125,33.640625,1.5373802185058594,11.346095085144045,21.28843688964844,0.9977325201034546
643,Pavlova,200.59559631347656,21.843772888183597,1.8448679447174072,12.289334297180176,20.36796188354492,0.0586202107369899
644,Apple crumb pudding,220.8507080078125,35.16666793823242,1.5396946668624878,8.871500968933105,27.69491004943848,1.3272264003753662
646,Hot lemon souffle,155.25045776367188,16.31086540222168,5.288147926330566,7.93432092666626,12.069876670837402,0.1362963020801544
647,Gulab jamun with milk powder,471.1536560058594,28.242319107055664,0.8525879979133606,40.15122222900391,27.04057884216309,0.0457142852246761
648,Chum chum,130.05374145507812,28.26984024047852,1.5168564319610596,1.917016863822937,27.841724395751957,0.0154931843280792
649,Dil bahar,130.05374145507812,28.26984024047852,1.5168564319610596,1.917016863822937,27.841724395751957,0.0154931843280792
650,Rasbhari,130.05374145507812,28.26984024047852,1.5168564319610596,1.917016863822937,27.841724395751957,0.0154931843280792
651,Rajbogh,133.69778442382812,28.159015655517575,1.7112064361572266,2.278181552886963,27.66421127319336,0.1100683510303497
652,Rasgulla,118.63716888427734,25.78821563720703,1.3837014436721802,1.748734474182129,25.397680282592773,0.0141331385821104
653,Rasmalai,135.5491180419922,29.171350479125977,1.6134483814239502,2.1076526641845703,28.70868492126465,0.0715270787477493
654,Khoa coconut burfi,411.45404052734375,36.54855728149414,9.978109359741213,26.007959365844727,35.59592056274414,4.065174102783203
655,Danedar burfi,102.67752838134766,12.325998306274414,3.242760181427002,4.72036075592041,11.983197212219238,0.0886405408382415
656,Semolina burfi (Suji/Rava burfi),348.6713256835937,47.0986213684082,3.466792106628418,16.863786697387695,28.67009162902832,2.8000214099884038
657,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.1792755126953,17.024032592773438,1.7519750595092771,12.655717849731444,16.111600875854492,4.285862922668457
658,Khoa ladoo,396.0151062011719,34.432220458984375,12.20555591583252,24.094444274902344,33.366111755371094,3.081111192703247
659,Wheat and gram flour ladoo (Atta besan ladoo),501.7003173828125,50.49619674682617,9.380413055419922,29.85508346557617,18.45830535888672,6.007768630981445
660,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84478759765625,48.024940490722656,5.440637588500977,25.450199127197266,19.790756225585938,4.274502277374268
661,Sesame chickpeas brittle (Til aur channe ki chikki),282.73699951171875,50.494998931884766,8.5,4.660714149475098,36.479286193847656,5.542142868041992
662,Murmura chikki,253.8179931640625,59.59428787231445,2.124285697937012,0.322857141494751,48.27428436279297,0.365714281797409
663,Masala onion pakora/pakoda (Pyaaz ke pakode),551.6427001953125,6.481038570404053,2.0452048778533936,57.607757568359375,1.57823646068573,1.4415217638015747
664,Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.7589721679688,5.5475053787231445,2.2224369049072266,71.01499938964844,0.2715916037559509,1.3414231538772583
665,Chicken pakora/pakoda,590.09326171875,4.552274703979492,6.031492233276367,60.97547149658203,0.2189069092273712,0.9561175107955932
666,Fish pakora/pakoda,577.0250854492188,4.552274703979492,5.973116874694824,59.521915435791016,0.2189069092273712,0.9561175107955932
667,Paneer cutlet,672.1958618164062,7.616063594818115,4.58763599395752,69.37588500976562,2.521210193634033,0.3922957479953766
668,Sago cutlet/vadas (Sabudana cutlet/vadas),558.7550048828125,11.226319313049316,0.5644468069076538,56.97008514404297,0.1042191758751869,0.5356833338737488
669,Poshtik cutlet,496.4497680664063,7.38846492767334,2.0035715103149414,50.94115447998047,0.3184671998023987,1.3453850746154783
670,Egg cutlet (Anda cutlet),575.0221557617188,5.770039081573486,2.4484479427337646,60.247806549072266,0.2029805481433868,0.5783106684684753
671,Minced meat cutlet,531.8563842773438,5.606320858001709,5.09891414642334,54.466915130615234,0.3148822486400604,0.3972434401512146
672,Vegetable samosa,443.10748291015625,13.2201509475708,2.2069897651672363,42.22310256958008,0.7429342269897461,1.5228114128112793
673,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.4993896484375,9.698890686035156,4.385420322418213,76.31505584716797,0.1597464382648468,2.268779754638672
674,Masala urad dal vada,703.7791748046875,9.931134223937988,4.321949005126953,71.6166000366211,0.7043834924697876,2.710979700088501
675,Khaman (dhokla),54.726593017578125,5.355262756347656,1.9246256351470947,2.7977488040924072,1.3624606132507324,1.4915459156036377
676,Instant dhokla,207.11245727539065,24.11054992675781,7.664568901062012,9.373123168945312,6.862056732177734,3.569853544235229
677,Tomato ginger chutney (Tamatar adarak ki chutney),44.65675354003906,9.111577987670898,1.0496788024902344,0.3215406835079193,6.305856227874756,2.136676549911499
678,Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65103530883789,8.223479270935059,1.526698112487793,0.364938884973526,5.483254909515381,2.6325902938842773
679,Coriander chutney (Hare dhaniye ki chutney),42.86157989501953,8.162700653076172,1.3760738372802734,0.3715452253818512,5.49514627456665,2.4700746536254883
680,Gooseberry chutney (Amla chutney),43.0156478881836,8.834716796875,1.4355430603027344,0.6197226047515869,0.0637540891766548,4.582579135894775
681,Walnut chutney (Akhrot ki chutney),370.4312744140625,8.905654907226562,9.439031600952148,33.46291732788086,4.398921966552734,3.0449137687683105
682,Saunth/Sonth chutney with ginger,84.21507263183594,20.6202449798584,0.2805222272872925,0.1058299168944358,19.03674697875977,0.3125842213630676
683,Gun powder chutney,312.33843994140625,47.64929962158203,21.55302047729492,2.6718943119049072,1.1552680730819702,13.950457572937012
684,Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.3626403808594,36.72418975830078,12.88444709777832,15.879511833190918,10.41427993774414,13.159820556640623
685,Curd mint dip ,76.13265991210938,9.110777854919434,4.821882724761963,2.438880443572998,7.828575611114502,0.7689000964164734
686,Curd vegetable dip,56.20660400390625,6.036352157592773,3.881967544555664,1.9432389736175537,5.4158477783203125,0.6253147125244141
688,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.67800903320312,20.5053653717041,4.029777526855469,6.310571670532227,1.7891110181808472,2.1031746864318848
689,Tomato sandwich (grilled),189.9244079589844,21.28547096252441,6.255439758300781,9.387621879577637,2.584625482559204,1.9095765352249143
690,French sandwich (toasted),186.74937438964844,14.818387031555176,6.819484710693359,11.50631618499756,1.818118691444397,1.366315841674805
691,Peanut butter cucumber sandwich,243.32977294921875,29.759275436401367,9.043438911437988,10.55927562713623,2.9149320125579834,3.350226402282715
692,Mint and peanut sandwich,273.58807373046875,31.828014373779297,7.177052021026611,13.883594512939451,2.782712697982788,3.67368745803833
693,Spicy chutney sandwich,249.58187866210935,34.02667617797852,8.741743087768555,9.58119773864746,3.95754337310791,3.7319822311401367
694,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.7780456542969,22.615083694458008,12.584315299987791,16.76581573486328,1.7726829051971436,1.5313695669174194
695,Rolled sandwich,293.0657958984375,34.68704605102539,6.453408718109131,15.285000801086426,2.702045440673828,2.0652272701263428
696,Ribbon sandwich,239.2641143798828,24.76007843017578,6.26319694519043,13.371228218078612,4.655594348907471,2.924288511276245
697,Checker board sandwich,348.36578369140625,25.940135955810547,7.36708927154541,24.65026092529297,2.895401954650879,2.2223329544067383
698,Submarine sandwich,216.9175567626953,13.604089736938477,6.0886945724487305,15.320978164672852,2.499086856842041,1.2411575317382812
699,Cheese open sandwich,274.0680847167969,28.419090270996094,9.84000015258789,14.242727279663086,3.238181829452514,1.7445454597473145
700,Sunset and sunrise open sandwich,241.3109130859375,18.89407730102539,8.580724716186523,15.136857986450195,1.94525682926178,1.3892446756362915
701,Danish luncheon sandwich,193.8192596435547,17.767698287963867,9.027264595031738,10.095224380493164,1.132503628730774,1.5196527242660522
702,Chicken and corn open sandwich,188.1591033935547,19.211580276489254,8.629572868347168,8.834002494812012,2.476862668991089,1.6737254858016968
705,Lemon curd filling,225.6240081787109,26.405000686645508,3.432499885559082,12.577499389648438,26.130001068115234,0.0
706,Jam filling,184.61538696289065,46.153846740722656,0.0,0.0,41.53845977783203,0.0
709,Orange gateau,178.0481414794922,27.01242446899414,4.779430866241455,6.021613121032715,18.33004379272461,0.6787784099578857
710,Black forest gateau,217.81735229492188,30.56795883178711,5.938715934753418,8.580164909362793,21.97380828857422,0.280737429857254
717,Butter icing,500.7160339355469,71.63703918457031,0.1859259307384491,25.37111091613769,71.63703918457031,0.0
730,Cherry and walnut cookies,422.6035461425781,59.35258483886719,5.625301361083984,18.750593185424805,30.365100860595703,1.2963489294052124
731,Cheese straws,382.0014343261719,30.60818862915039,9.832524299621582,24.284299850463867,1.786213994026184,1.2876392602920532
734,Fruit flan,261.352294921875,34.71337890625,3.2990219593048096,12.48317050933838,9.517033576965332,0.711875319480896
736,Fruit puree tart,286.5020751953125,30.41661262512207,3.3468210697174072,16.827314376831055,9.78868579864502,1.3057650327682495
737,Apple banana pie,243.98855590820312,32.115875244140625,3.1279330253601074,11.39358901977539,12.964731216430664,1.888298749923706
738,Lemon chiffon pie,259.3120422363281,27.6345157623291,4.878358364105225,14.515484809875488,11.386194229125977,0.6574627161026001
739,Orange chiffon pie,207.5692138671875,23.136829376220703,3.887580633163452,11.158088684082031,10.455869674682615,0.695776641368866
741,Savoury puffs,190.7850799560547,10.800604820251465,9.510930061340332,15.242782592773438,4.508681297302246,0.3321409225463867
742,Choux swans,216.3354949951172,14.923518180847168,4.353611946105957,15.603715896606444,6.1290130615234375,0.3498962819576263
743,Potato aigrettes,530.0274658203125,8.005807876586914,2.351202726364136,54.2388916015625,0.7327327728271484,0.4482737779617309
745,Savoury cheese horns,295.1474609375,21.3775634765625,5.6605634689331055,20.705049514770508,2.7442615032196045,0.7295151948928833
746,Paneer patties,338.5819091796875,22.794984817504883,7.597538471221924,23.955602645874023,4.042418479919434,1.1756821870803833
747,Vegetable patties ,261.9207458496094,20.978593826293945,4.006119728088379,17.739768981933594,1.4930598735809326,2.6246907711029053
748,Pearl millet infant food (Bajra shishu aahaar),362.4435119628906,62.09600067138672,11.982500076293944,6.624000072479248,26.064498901367188,7.838500022888184
749,Sajina,345.2593994140625,66.86900329589844,10.810999870300291,3.032999992370605,25.89099884033203,7.61899995803833
750,Cereal mix ,120.80972290039062,21.83839988708496,3.318000078201294,2.0155999660491943,10.68239974975586,2.032599925994873
751,Pulse mix,83.29150390625,15.99524974822998,3.156500101089477,0.543749988079071,6.585000038146973,2.249000072479248
752,Shishu ahar,93.36520385742188,17.415000915527344,2.611999988555908,1.4347500801086426,6.613500118255615,1.0204999446868896
753,Cereal pulse mix with amylase rice flour,151.57098388671875,27.80470466613769,4.26745080947876,2.7423529624938965,8.839215278625488,3.4650981426239014
754,Banana groundnut paste/puree,213.18800354003903,36.15499877929688,4.2729997634887695,5.451000213623047,31.674999237060547,1.7009999752044678
755,Rice dal porridge (Chawal dal ki khichdi/khichri),383.33209228515625,65.03800201416016,10.79699993133545,8.329000473022461,26.542999267578125,4.508999824523926
756,Lentils and semolina porridge (Dal suji porridge/daliya),117.28924560546876,23.19099998474121,3.261500120162964,1.061500072479248,13.838500022888184,1.440500020980835
757,Spinach khichri (Palak khichri/khichdi),102.17948150634766,17.350250244140625,3.428618907928467,1.9086521863937376,0.2064891904592514,1.5602329969406128
758,Vegetable mix,174.20919799804688,36.018001556396484,4.699999809265137,0.940000057220459,27.36199951171875,1.934999942779541
759,Lentils and wheat porridge (Dal wheat porridge/daliya ),52.5369758605957,8.364757537841797,2.7113068103790283,0.9421439170837402,0.917474329471588,1.2845815420150757
760,Maize porridge,89.57054138183594,15.64161777496338,2.139853000640869,1.886617660522461,7.686617374420166,1.6801470518112185
761,Spinach peanut burfi (Palak aur mungfali ki burfi),105.37250518798828,13.590624809265137,3.355208396911621,4.394791603088379,11.497916221618652,2.0729167461395264
762,Split bengal gram burfi/fudge (Channa dal burfi),287.3585205078125,54.63204193115234,4.647142887115479,7.092857360839844,43.37938690185547,2.061224460601806
763,Chickpea flour cookies (Sweet besan rounds/cookies),207.0072479248047,39.64200210571289,4.292500019073486,3.423500061035156,30.664499282836918,2.559999942779541
764,Pearl millet mathri (Bajra mathri),785.0778198242188,7.42214822769165,1.8224812746047971,83.12189483642578,0.1593671888113021,1.3603663444519043
766,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.5725708007812,8.681553840637207,4.050763130187988,67.18557739257812,0.3520110845565796,2.651595115661621
767,Poshtik namak paras,613.3907470703125,19.52298355102539,6.490126132965088,56.57683944702149,0.8714147210121155,4.554360389709473
768,Soya chikki,423.6982116699219,62.88771057128906,7.184717655181885,15.513954162597656,45.46844100952149,3.549501657485962
769,Besan bathua chilla/cheela,373.8164367675781,40.64730072021485,11.475519180297852,18.572614669799805,1.4473029375076294,7.789211750030518
770,Wheat flour and nuts ladoos (Atta nuts ladoos),391.9016723632813,44.31482696533203,9.461724281311035,19.192413330078125,15.938620567321776,7.304137706756592
771,Gram flour and semolina dhokla (Besan suji dhokla),198.91017150878903,25.917722702026367,8.516304016113281,7.095455646514893,2.5806691646575928,4.586390972137451
772,Atta dal burfi ,298.7973022460937,40.64258193969727,6.662580490112305,12.47225856781006,21.078710556030277,4.077419281005859
773,Soya roti,283.9637145996094,40.02847671508789,9.183112144470217,9.228145599365234,1.5841059684753418,8.708609580993652
774,Poshtik khichdi/khichri,93.3676528930664,15.637770652770996,3.0432839393615723,1.8830758333206177,0.2600323855876922,1.995134115219116
775,Namkeen daliya,295.1106262207031,49.31864929199219,8.28543472290039,7.992717266082764,0.8184724450111389,8.565542221069336
776,Sprouts upma ,316.2456970214844,44.95538711547852,9.50190544128418,10.43805980682373,1.671101450920105,7.164230823516846
